EC_HIV_060_1	35160	28.441410693970422
EC_HIV_073_2	252734	3.9567292093663693
EC_HIV_073_3	180594	5.5372825232289005
EC_HIV_090_1	92880	10.766580534022394
EC_HIV_090_2	78932	12.669132924542645
EC_HIV_090_3	1256695	0.7957380271267094
EC_HIV_111_1	136296	7.336972471679286
EC_HIV_111_2	216731	4.614014607970248
EC_HIV_111_3	337430	2.963577630916042
EC_HIV_134_1	55355	18.065215427693975
EC_HIV_134_2	20888	47.874377633090766
EC_HIV_134_3	67916	14.724070911125509
EC_HIV_191_1	315789	3.1666714166737915
EC_HIV_191_2	154999	6.451654526803399
EC_HIV_191_3	509425	1.9629974971781912
EC_HIV_211_1	410209	2.4377817161495727
EC_HIV_211_2	276756	3.613291130092934
EC_HIV_211_3	159457	6.271283167248851
EC_HIV_232_1	411992	2.4272315967300337
EC_HIV_232_2	465665	2.14746652636552
EC_HIV_232_3	115812	8.634683797879322
EC_HIV_259_1	540174	1.8512553362435067
EC_HIV_259_2	282360	3.5415781272134863
EC_HIV_259_3	137206	7.288311006807282
EC_HIV_269_1	437172	2.287429204066134
EC_HIV_269_2	427730	2.337923456386038
EC_HIV_269_3	199056	5.023711920263644
EC_HIV_277_1	41012	24.383107383204916
EC_HIV_277_3	56293	17.764198035279698
EC_HIV_293_1	87872	11.380189366351056
EC_HIV_293_2	393415	2.541845125376511
EC_HIV_293_3	60283	16.588424597315992
EC_HIV_314_1	241204	4.14586822772425
EC_HIV_314_2	93016	10.750838565408102
EC_HIV_314_3	15046	66.46284726837698
EC_HIV_333_1	456081	2.1925929823869006
EC_HIV_333_2	235370	4.248629816884055
EC_HIV_333_3	159421	6.272699330702982
EC_HIV_383_1	43030	23.239600278875205
EC_HIV_383_2	387428	2.5811247509214614
EC_HIV_383_3	318324	3.141453361983388
EC_HIV_440_1	214414	4.663874560429822
EC_HIV_440_2	427917	2.3369017823549894
EC_HIV_440_3	76584	13.057557714405098
EC_HIV_476_1	238884	4.186132181309757
EC_HIV_476_2	315312	3.1714619170852996
EC_HIV_476_3	303766	3.292007663793841
EC_HIV_477_1	106189	9.417171270093888
EC_HIV_477_2	95953	10.421768991068545
EC_HIV_477_3	121816	8.209102252577658
EC_HIV_537_1	250677	3.9891972538366103
EC_HIV_537_2	335444	2.9811235258344166
EC_HIV_537_3	295357	3.3857331974525744
EC_HIV_564_1	342313	2.921303017998148
EC_HIV_564_2	562243	1.77859039596758
EC_HIV_564_3	336627	2.9706470366310485
EC_HIV_585_1	263162	3.7999407209247535
EC_HIV_585_2	198102	5.0479046147943984
EC_HIV_585_3	66118	15.124474424513748
EC_HIV_598_1	24906	40.15096763832008
EC_HIV_598_2	23130	43.2338953739732
EC_HIV_598_3	4885	204.70829068577277
EC_HIV_619_1	951433	1.0510461587941557
EC_HIV_619_2	729063	1.3716235771119918
EC_HIV_619_3	272656	3.6676251393697554
EC_HIV_741_1	49186	20.330988492660513
EC_HIV_741_2	23046	43.391477913737745
EC_HIV_741_3	70391	14.206361608728388
EC_HIV_765_1	113812	8.786419709696693
EC_HIV_765_2	706624	1.4151797844398153
EC_HIV_765_3	307658	3.250362415409318
EC_HIV_782_1	106069	9.427825283541845
EC_HIV_782_2	84075	11.894142134998512
EC_HIV_782_3	146453	6.828129160891208
EC_HIV_874_1	101167	9.88464617909002
EC_HIV_874_2	440312	2.271116844419412
EC_HIV_874_3	461892	2.1650082703315925
EC_HIV_957_1	432708	2.311027297854442
EC_HIV_957_2	248446	4.025019521344679
EC_HIV_957_3	342282	2.9215675963094756
N_HIV_094_1	1074514	0.9306533000035365
N_HIV_094_2	508016	1.9684419388365721
N_HIV_094_3	300544	3.3272998296422487
N_HIV_118_1	77592	12.88792659037014
N_HIV_118_2	125473	7.969842117427654
N_HIV_118_3	154910	6.4553611774578785
N_HIV_142_1	518375	1.9291053773812394
N_HIV_142_2	76462	13.078391880934321
N_HIV_142_3	337384	2.963981694449055
N_HIV_167_1	102330	9.77230528681716
N_HIV_167_2	192532	5.193941786300459
N_HIV_167_3	456889	2.188715421032242
N_HIV_183_1	505124	1.9797119123225189
N_HIV_183_2	520	1923.076923076923
N_HIV_183_3	539543	1.8534203946673389
N_HIV_234_1	246341	4.0594135771146505
N_HIV_234_2	450666	2.218938193695553
N_HIV_234_3	504382	1.982624280803042
N_HIV_322_1	170435	5.867339454924164
N_HIV_322_2	371476	2.691963949218792
N_HIV_322_3	390138	2.563195587202477
N_HIV_350_1	198678	5.033269914132415
N_HIV_350_2	198635	5.034359503612153
N_HIV_350_3	615280	1.625276296970485
N_HIV_366_1	448213	2.231082097127928
N_HIV_366_2	286954	3.48487910954369
N_HIV_366_3	329847	3.0317086406727967
N_HIV_375_1	403505	2.478284036133381
N_HIV_375_2	328256	3.0464028075648275
N_HIV_375_3	957282	1.0446242591002441
N_HIV_391_1	138424	7.224180777899786
N_HIV_391_2	96206	10.394362097998046
N_HIV_391_3	15092	66.260270341903
N_HIV_403_1	138088	7.241758878396385
N_HIV_403_2	175138	5.70978314243625
N_HIV_403_3	235924	4.238653125582815
N_HIV_413_1	52336	19.10730663405686
N_HIV_413_2	74649	13.39602673846937
N_HIV_413_3	58852	16.991775980425473
N_HIV_474_1	325359	3.0735280105975247
N_HIV_474_2	348423	2.8700745932386784
N_HIV_474_3	331352	3.017938627200077
N_HIV_501_1	329313	3.0366247308791334
N_HIV_501_2	523794	1.9091474892801368
N_HIV_501_3	292511	3.418674853253382
N_HIV_514_1	595747	1.6785648941580906
N_HIV_514_2	370260	2.700804839842273
N_HIV_514_3	362572	2.758072879317763
N_HIV_516_1	71694	13.948168605462103
N_HIV_516_2	442725	2.2587384945507933
N_HIV_516_3	660203	1.514685634569973
N_HIV_523_1	108790	9.192021325489476
N_HIV_523_2	294952	3.3903821638775122
N_HIV_523_3	186447	5.363454493770347
N_HIV_539_1	164642	6.073784332065937
N_HIV_539_2	81348	12.292865221025716
N_HIV_539_3	208912	4.786704449720457
N_HIV_614_1	482426	2.0728567697429243
N_HIV_614_2	520977	1.9194705332481088
N_HIV_614_3	366945	2.7252040496532177
N_HIV_630_1	17324	57.723389517432466
N_HIV_630_2	22172	45.10193036261952
N_HIV_630_3	38043	26.286044738848144
N_HIV_632_1	31087	32.16778717792003
N_HIV_632_2	21899	45.664185579250194
N_HIV_632_3	32594	30.680493342332944
N_HIV_645_1	401423	2.491137777357052
N_HIV_645_2	1694	590.318772136954
N_HIV_645_3	1540273	0.6492355575927125
N_HIV_661_1	388379	2.5748045079677326
N_HIV_661_2	340570	2.9362539272396275
N_HIV_661_3	246005	4.064958029308348
N_HIV_675_1	548965	1.821609756541856
N_HIV_675_2	543883	1.8386307349190911
N_HIV_675_3	512332	1.951859341208435
N_HIV_789_1	17413	57.42835812324125
N_HIV_789_2	347293	2.8794130604417596
N_HIV_789_3	269993	3.7037997281411
N_HIV_830_1	80068	12.489384023579957
N_HIV_830_2	3771	265.1816494298595
N_HIV_830_3	404396	2.47282366788989
N_HIV_871_1	186562	5.360148368906851
N_HIV_871_2	1383	723.0657989877079
N_HIV_871_3	190712	5.243508536431897
Top_EC_HIV_175_1	257964	3.876509900606286
Top_EC_HIV_175_2	461658	2.166105645304533
Top_EC_HIV_175_3	398395	2.5100716625459656
Top_EC_HIV_401_1	144459	6.922379360233699
Top_EC_HIV_401_2	292684	3.416654138934824
Top_EC_HIV_401_3	182901	5.4674386690067305
Top_EC_HIV_534_1	440241	2.2714831194731975
Top_EC_HIV_534_2	131538	7.602365856254466
Top_EC_HIV_534_3	330530	3.025443983904638
Top_EC_HIV_536_1	8625	115.94202898550725
Top_EC_HIV_536_2	7529	132.81976358082082
Top_EC_HIV_536_3	27987	35.730875049129956
Top_EC_HIV_547_1	405804	2.464243822140738
Top_EC_HIV_547_2	231656	4.316745519218151
Top_EC_HIV_547_3	96956	10.313956846404555
Top_EC_HIV_749_1	231582	4.318124897444534
Top_EC_HIV_749_2	143911	6.948739151281
Top_EC_HIV_749_3	112014	8.92745549663435
Top_EC_HIV_852_1	347019	2.881686593529461
Top_EC_HIV_852_2	239612	4.173413685458157
Top_EC_HIV_852_3	443470	2.2549439646424787
Top_EC_HIV_N3_219_2	60074	16.646136431734195
Top_EC_HIV_N3_219_3	106757	9.367067264910029
Top_EC_HIV_N3_457_1	263819	3.79047756226807
Top_EC_HIV_N3_457_2	304355	3.285636838560234
Top_EC_HIV_N3_457_3	771685	1.2958655409914668
Top_EC_HIV_N3_763_1	302040	3.3108197589723214
Top_EC_HIV_N3_763_2	1950035	0.5128113085149754
Top_EC_HIV_N3_763_3	602462	1.6598557253403534
